PE,AT,V,AP,RH
446.34,19.09,65.94,1012.53,81.06
474.76,10.59,41.26,1008.1,98.27
471.72,11.69,35.76,1019.02,55.6
432.36,27.24,69.13,1009.28,70.85
432.45,30.46,66.75,1017.81,54.48
452.86,20.6,65.12,1015.53,71.57
431.29,26.92,73.17,1011.42,76.94
440.15,23.94,63.21,1013.52,83.12
462.67,14.94,42.77,1018.9,73.95
471.47,10.75,45.01,1018.73,93.16
429.62,27.78,72.43,1006.72,74.53
429.53,24.93,69.05,1001.02,85.14
472.28,15.41,42.44,1012.6,86.74
448.68,22.66,61.27,1019.29,55.43
441.16,27.08,66.05,1017.91,59.1
476.6,8.51,42.32,1015.08,84.89
438.86,26.09,58.41,1013.64,64.58
441.04,26.68,62.91,1012.33,60.78
425.14,29.67,71.98,1005.16,67.75
448.04,18.78,54.2,1012.05,89.25
454.21,20.02,58.66,1011.5,76.74
441.61,23.75,68.51,1013.21,76.01
451.17,20.2,60.1,1010.66,84.24
471.47,11.49,39.22,1016.35,53.11
467.66,14.81,40.71,1018.54,73
458.66,19.15,57.76,1019.62,74.89
454.12,20.3,56.53,1020.27,76.49
480.82,9.46,41.4,1026.78,87.58
439.37,25.16,77.3,1000.73,86.4
469.94,14.24,39.58,1011.17,70.45
466.64,14.47,42.86,1031.55,66.73
483.2,5.35,35.79,1013.23,93.53
440.04,22.4,70.94,1008.06,84.52
437.76,26.93,67.07,1005.65,60.26
435.51,26.54,69.34,1009.5,87.18
435.34,24.32,71.14,1011.71,71.65
449.94,17.12,68.28,1003.56,94.29
446.9,25.08,58.49,1011.1,64.47
437.61,29.42,79.74,1007.24,61.26
433.47,26.71,77.95,1012.13,77.5
490.07,5.54,41.38,1020.47,82.91
457.66,16.61,43.77,1012.25,77.23
470.41,15.19,41.43,1011.34,89.67
430.06,28.55,72.43,1007.2,65.82
445.98,13.78,40.1,1014.49,81.86
445.31,20.02,67.32,1012.05,76.34
435.47,23.58,70.04,1010.95,76.32
432.92,26.31,71.29,1009.87,84.16
473.41,9.75,52.72,1026.03,78.53
453.8,21.5,50.59,1017.08,65.28
452.82,19.21,58.49,1011.7,91.29
439.66,26.52,65.06,1013.4,51.78
441.32,27.88,62.66,1009.51,56.44
431.18,29.51,75.6,1017.92,50.61
462.34,14.71,52.72,1024.7,70.29
444.15,21.4,59.21,1017.84,78.01
437.72,28.52,70.72,1009.64,66.76
431.74,32.88,72.29,1008.5,62.74
453.22,20.7,58.16,1016.73,68.19
472.95,14.44,40.8,1025.05,56.59
435.22,27.39,69.14,1008.82,78.35
462.56,18.59,39.54,1008.56,68.61
450.26,19.15,59.21,1018.41,88.9
451.81,20.06,62.1,1020.21,72.21
432.03,31.94,69.98,1013.32,56.17
467.99,15.29,41.1,1005.75,85.53
434.01,30.1,67.45,1014.23,39.04
451.01,23.1,60.08,1017.69,65.44
462.28,19.1,43.79,1016.02,77.34
471.41,12.82,43.5,1022.38,84.32
431.47,26.65,74.16,1008.27,94.54
436.17,30.2,56.9,1006.89,42.69
437.81,30.74,69.59,1008.69,68.04
433.05,28.43,68.08,1011.32,58.19
446.63,19.75,49.02,1009.38,92.89
446.26,25.2,57.5,1015.19,59.62
469.17,13.66,41.67,1013.43,80.56
440.81,22.56,70.98,1005.66,95.95
443.59,20.32,49.16,1007.47,91.12
443.92,26.75,56.57,1013.76,57.93
452.19,18.06,52.08,1003.73,100.09
451.23,18.5,52.08,1006.23,100.09
462.68,16.21,50.9,1012.46,84.45
464.23,13.57,41.4,1021.27,72.55
435.94,30.01,62.34,1005.28,62.34
464.22,14.72,43.34,1013.07,85.61
443.59,18.26,69.94,1004.1,97.39
459.01,17.34,45.01,1013.22,77.71
441.85,23.23,56.89,1012.87,75.43
455.31,24.67,49.5,1013.62,59.42
440.26,22.02,69.45,1013.84,75.75
481.74,9.77,41.44,1017.69,78.26
457.53,18.21,41.23,993.11,62.29
438.42,27.6,67.25,1017.78,54.25
436.35,28.73,50.05,1005.79,52.4
449.98,23.05,62.52,1016.5,65.65
444.99,25.1,43.77,1010.9,49.68
440.04,26.54,66.51,1015.39,51.22
433.14,30.88,69.51,1011.48,46.58
434.01,28.8,74.9,1003.48,75.01
475.53,12.11,41.17,1019.46,62.59
436.5,27.78,73.56,1007.05,95.32
431.96,27.33,68.94,1007.04,61.83
426.35,31.67,69.89,1013.88,39.33
468.8,13.47,43.34,1012.75,87.04
469.89,13.44,37.85,1009.78,99.13
434.27,30.29,71.58,1010.01,54.03
478.85,8.75,40.77,1021.99,86.46
465.38,16.32,43.14,1014.72,70.43
437.9,22.77,59.92,1009.67,94.09
463.46,13.12,48.04,1011.93,100.07
460.2,16.96,52.9,1019.61,81.86
486.68,6.48,40.27,1010.55,82.12
431.19,26.94,73.21,1002.83,91.25
452.77,18.17,66.86,1011.29,78.48
466.55,11.35,40.66,1016.86,96.4
443.77,20.8,69.45,1013.7,82.48
470.45,14.73,39.52,1017.01,74.21
478.56,6.76,40.62,1015.67,87.16
483.56,6.07,38.91,1019.25,83.39
438.51,27.52,66.25,1008.21,78.8
434.33,24.66,72.24,1011.35,77.45
488.64,3.95,35.47,1017.36,84.88
435.75,22.41,66.56,1003.3,88.71
455.57,20.01,52.9,1018.05,58.88
430.07,26.95,70.79,1004.09,75.35
475.77,9.7,37.14,1012.79,75.2
456.41,14.94,40,1017.69,65.43
443.84,25.63,58.86,1014.86,52.75
436.16,31.07,70.32,1011.74,65.91
445.1,28.82,64.79,1016.74,56.34
450.33,23.81,60.08,1017.29,62.66
429.72,32.27,71.85,1008.06,59.28
477.65,9.24,41.4,1018.34,84.91
460.07,16.32,43.5,1021.3,72.6
446.58,25.86,60.32,1015.91,53.37
460.17,16.92,44.6,1017.34,58.75
444.04,22.35,58.59,1013.99,79.78
484.64,5.53,35.79,1011.19,94.01
455.96,16.81,45.87,1008.7,98
472.16,8.66,41.01,1022.51,98.55
450.57,20.78,68.28,1008.75,60.87
439.25,28.37,75.6,1017.48,55.19
456.65,21.99,42.48,1011.77,74.04
440.74,29.64,67.79,1009.99,51.23
441.04,25.21,63.21,1012.24,85.14
453.95,21.23,50.59,1017.42,69.26
443.13,23.56,60.77,1017.93,76.34
444.04,25.93,60.29,1017.62,50.03
436.36,26.82,69.23,1013.28,50.86
480.39,6.04,41.14,1027.8,86.4
483.27,6.31,42.07,1004.61,77.74
453.49,20.13,60.07,1014.79,63.57
475.9,11,40.23,1019.08,86.5
428.85,28.83,72.43,1006.69,67.04
425.27,30.08,68.14,1003.99,77.38
481.51,10.32,40.35,1011.64,84.05
429.83,33.76,68.51,1011.33,38.35
431.07,31,71.77,1006.29,48.56
484.94,8.43,40.69,1020.36,87.28
486.15,8.44,41.17,1019.9,70.72
479.28,12.07,41.17,1013.54,71.32
487.19,3.31,39.42,1024.05,84.31
444.01,25.65,43.77,1011.65,46.18
439.14,29.05,75.6,1017.63,51.16
434.74,25.01,66.56,1004.55,82.46
441.9,25.74,63.73,1010.88,70.87
465.62,14,41.78,1010.96,48.37
472.7,12.04,40.23,1018.07,81.28
446.75,17.17,63.09,1020.54,95.98
441.54,24.88,63.31,1014.23,55.76
458.07,19.72,66.51,1015.07,74.7
437.62,28.55,65.27,1013.34,48.95
482.21,6.81,37.49,1010.74,88.25
449.87,21.94,62.52,1015.99,74.56
484.82,7.31,43.02,1014.19,86.43
432.66,30.62,66.75,1017.68,53.68
483.83,6.92,39.61,1018.64,82.27
442.69,24.31,44.05,1006.16,73.3
449.38,21.39,63.9,1013.44,70.95
488.85,5.98,38.91,1016.5,91.83
454.58,18.87,43.43,1009.16,69.5
480.68,8.55,36.25,1029.54,85.23
440.26,26.65,63.78,1015.32,53.95
456.92,21.12,49.15,1021.29,52.9
430.59,29.17,72.99,1006.86,64.92
485.94,6.14,39.4,1011.21,90.87
437.35,26.92,51.43,1012.29,59.33
443.77,28.07,66.17,1010.58,64.11
455.68,24.65,52.36,1014.76,66.63
477.85,9.96,42.03,1017.78,82.39
453.6,16.34,41.48,1015.92,48.24
432.69,29.77,69.48,1009.8,52.6
455.79,18.68,56.65,1020.38,80.26
439.74,28.6,61.86,1011.86,62.13
432.19,31.35,70.8,1010.11,66.37
471.16,12.33,45.51,1016.49,79.2
451.09,19.15,44.89,1009.6,74.52
473.01,13.98,44.58,1016.48,77.59
438.08,24.03,66.54,1012.19,69.15
436.9,29.13,70.72,1009.61,67.49
433.02,31.54,67.32,1013.79,36.99
446.48,20.86,57.32,1010.24,76.64
440.29,29.24,64.33,1011.5,64.14
442.53,22.36,51.43,1007.47,87.33
430.31,29.29,73.18,1012.4,66.65
440.53,24.44,47.93,1003.13,67.04
451.82,22.86,58.96,1014.03,54.96
429.05,27.53,67.83,1009.4,53.73
463.83,17.45,42.28,1007.64,69.19
461.58,17.16,40.55,1000.26,72.21
464.99,19.67,44.71,1015.46,31.46
429.64,32.16,68.14,1004.86,37.77
445.55,23.62,45.87,1007.75,58.69
453.87,20.58,49.15,1021.42,56.15
465.5,15.9,39.99,1007.03,78.49
441.93,24.2,59.07,1009.25,88.25
429.31,32.07,67.83,1007.91,41.61
445.44,22.99,56.57,1013.93,78.77
443.51,24.67,70.94,1007.99,75.64
444.37,25.18,62.96,1020.04,59.08
465.26,18.16,43.96,1012.78,78.33
457.3,15.62,58.59,1013.91,97.6
434.55,25.06,78.92,1010.74,90.7
438.23,24.92,73.68,1015.12,93.68
432.17,23.86,66.54,1005.23,90.89
454.47,20.37,60.08,1017.44,76.33
466.24,13.72,45.09,1012.95,87.41
484.54,8.07,41.17,1019.4,86.43
455.56,19.55,56.53,1020.2,78.1
442.81,24.35,51.86,1014.34,67.22
433.46,25.77,68.08,1010.99,73.58
477.05,10.59,41.54,1019.94,73.88
437.72,25.72,59.21,1012.37,66.62
432.29,31.93,70.4,1005.27,73.71
478.03,9.53,38.38,1020.49,80.08
472.16,9.69,40.46,1019.1,71.91
470.96,10.59,25.36,1009.59,100.16
428.89,28.87,72.58,1008.69,79.34
482.46,5.19,40.78,1025.24,95.07
466.01,12.65,44.03,1007.13,85.23
437.45,27.47,66.86,1006.1,70.2
481.3,10.38,40.71,1025.27,80.87
491.54,6.65,38.5,1014.01,87.6
464.81,14.4,42.18,1015.47,77.7
443.98,24.78,50.78,1008.81,62.97
436.39,23.36,65.18,1012.35,78.09
441.47,22.38,71.85,1009.56,74.91
457.15,17.48,44.2,1018.89,61.51
454.5,21.44,48.98,1014.4,54.22
452.34,22.86,60.08,1017.2,67.11
479.66,8.66,36.25,1028.22,86.96
476.54,9.53,38.18,1018.43,75.33
433.77,22.94,58.05,1012.27,80.12
443.93,25.95,59.92,1010.05,76.05
455.95,19.08,44.63,1020.05,41.07
462.63,17.7,43.69,1016.98,61.98
425.58,34.24,74.67,1016.24,25.56
484.22,8.02,40.23,1017.42,90.26
448.17,19.2,58.71,1009.8,84.62
482.69,4.89,45.87,1007.58,99.35
464.25,12.24,44.9,1020.31,82.22
443.91,25.59,61.08,1013.19,77.28
486.78,6.5,38.5,1013.92,90.1
442.68,21.11,74.78,1009.71,84.35
455.04,22.08,41.1,1002.19,46.69
439.79,24.54,48.41,1008.61,73.53
429.18,30.75,73.5,1011.02,54.76
445.85,23.76,58.41,1013.85,85.38
433.48,26.85,75.6,1017.43,74.55
466.12,14.09,44.84,1023.65,94.29
478.95,8.99,36.3,1027.08,73.98
447.86,19.46,56.89,1014.02,84.95
433.69,28.82,77.24,1008.35,78.93
457.01,17.61,56.53,1019.5,82.3
476.03,8.06,39.96,1024.23,94.48
459.36,18.8,39.72,1001.24,63.8
438.87,26.48,66.54,1011.61,51.9
480.34,10.44,39.04,1023.99,85.03
447.8,18.68,46,1002.2,97.17
448.37,25.92,60.32,1016.05,52.51
440.17,28.71,51.43,1006.4,64.79
433.74,29.38,74.9,1003.25,72.19
463.64,13.97,52.05,1012.05,85.36
460.93,16.64,44.9,1021.02,70.34
462.63,14.69,54.3,1018.01,73.4
479.66,9.27,36.3,1026.93,72.13
431.66,26.38,71.73,1010.04,69.45
446.33,21.47,58.79,1017,76.97
440.16,28.61,70.36,1006.95,73.06
436.85,29.1,73.4,1011.35,57.31
430.34,26.94,68.24,1010.49,76.58
469.75,13.21,40.03,1018.12,82.98
463.26,14.96,41.76,1024.07,73.17
434.8,29.67,66.51,1015.6,34.1
430.2,25.45,70.04,1011.2,82.48
481.56,8.81,43.14,1012.46,73.99
461.88,14.62,43.99,1023.6,86.7
484.96,9.16,41.03,1021.3,76.08
433.94,33.01,68.67,1005.2,51.41
442.9,24.26,56.57,1013.86,70.35
484.57,6.33,42.07,1004.25,77.1
436.71,26.41,60.93,1007.16,66.02
473.73,9.68,40.77,1022.04,85.23
458.49,16.44,53.16,1014.82,75.29
440.7,27.71,75.23,1010.21,59.75
460.51,14.94,42.77,1018.06,75.35
437.44,23.48,60.23,1011.91,79.48
440.96,22.53,70.98,1005.48,93.95
455.34,20.36,56.53,1020.25,72.96
454.75,18.93,44.06,1017.58,68.23
462.96,15.46,37.64,1014.57,87.53
466.95,12.8,44.9,1007.58,66.6
442.37,27.21,64.05,1010.08,76.69
436.57,23.75,66.54,1004.41,85.44
453.96,20.01,45.09,1014.21,38.19
435.78,25.16,68.08,1010.89,70.16
449.7,27.18,61.41,1012.17,46.11
447.29,21.82,63.9,1014.48,92.53
441.3,27.58,65.27,1013.51,50.43
469.5,14.81,43.7,1015.1,60.72
451.33,19.08,59.15,1013.1,81.82
466.89,15.86,39.82,1013.12,77.37
437.31,26.71,76.86,1002.86,74.5
455.15,15.79,58.86,1015.85,91.91
448.22,20.97,47.43,1007.64,71.18
443.63,19.75,57.32,1010.76,79.29
472.44,12.66,43.67,1012.49,95.96
443.46,24.08,49.3,1003.23,70.42
468.87,13.65,42.74,1026.58,71.48
459.69,16.47,44.89,1010.04,82.01
446.68,25.21,65.34,1013.94,65.04
445.17,21.31,50.78,1008.68,85.28
448.39,18.51,58.46,1017.21,88.1
430.54,29.15,69.48,1008.68,55.78
465.35,15.95,42.24,1017.71,69.32
427.45,26.11,69.84,1002.57,84.99
432.62,24.11,68.3,1017.33,79.16
442.16,24.05,61.87,1009.64,54.54
443.03,21.92,66.54,1012.49,79.82
446.57,25.06,64.63,1020.66,54.93
467.19,12.56,43.41,1016.93,81.02
463.06,15.54,41.23,995.45,83.73
456.8,18.4,44.06,1017.36,70.88
439.87,28.69,67.79,1011.01,66.4
442.65,24.22,61.86,1013.39,80.11
461.81,13.75,40.66,1016.41,93.31
483.92,7,41.55,1001.43,97.12
469.94,13.86,37.85,1011.4,89.7
440.77,28.01,65.34,1014.68,46.86
441.53,26.1,66.25,1009.25,84.52
430.54,27.4,69.84,1002.98,76.48
430.63,26.88,73.56,1004.85,94.36
455.7,19.06,56.65,1020.82,82.14
482.19,7.55,39.22,1014.53,77.76
439.06,25.69,59.54,1004.05,81.69
439.17,29.82,66.51,1010.98,43.57
484.45,7.64,38.18,1017.65,78.51
438.26,24.27,74.99,1007.73,82.49
464.79,13.95,40.2,1013.18,90.77
480.84,10.34,41.74,1020.07,79.17
442.6,28.99,54.2,1012.79,41.9
435.56,26.89,70.32,1012.39,87.17
459.97,18.55,41.1,1002.02,65.16
434.6,29.43,66.75,1017.63,42.72
453.28,21.11,58.12,1015.38,77.78
429.25,37.11,68.94,1006.23,31.15
439.58,25.82,69.68,1012.69,89.94
426.55,32.02,67.83,1007.77,53.31
467.45,14.43,44.84,1024.34,84
473.76,10.46,41.26,1020.65,92.24
457.09,19.77,56.65,1020.67,66.33
471.26,11.27,40.62,1017.03,61.94
471.68,10.05,40.71,1015.51,84.21
433.75,30.38,71.58,1010.17,50.45
482.31,8.37,39.99,1010.36,93.26
425.29,28.37,69.13,1010.44,71.93
439.05,30.36,69.82,1010.02,54.22
439.6,27.35,66.05,1017.62,55.26
475.4,11.95,40.69,1015.62,85.34
432.8,23.23,71.77,1005.01,88.1
489.36,4.65,35.19,1018.23,94.78
458.8,14.67,71.14,1019.84,77.72
484.99,8.88,41.54,1019.05,80.77
448.8,21.1,62.66,1011.19,83.49
437.67,25,68.14,1005.35,57.13
437.03,24.91,71.29,1008.29,69.06
435.89,25.67,68.3,1017.16,74.19
467.29,14.02,42.86,1030.86,68.36
428.67,18.26,61.27,1019.1,74.74
469.13,13.3,50.59,1019.38,92.96
458.93,16.98,53.16,1013.95,82.8
483.12,5.23,40.78,1025.13,92.74
442.58,31.59,62.7,1009.3,50.16
442.92,24.09,63.94,1017.59,51.02
449.54,22.1,68.63,1015.19,59.05
433.36,26.39,66.49,1012.96,60.35
442.73,20.34,69.45,1012.76,91.05
472.95,13.83,39.64,1012.52,69.97
435.17,30.69,74.16,1012.71,60.89
460.3,22.58,43.79,1015.66,44.18
460.68,16.85,50.9,1013.26,83.94
468.22,12.84,39.54,1011.47,89.86
444.89,21.94,50.32,1008.44,86.98
433.81,25.34,69.48,1008.4,74.79
447.26,24.49,65.61,1014.71,63.47
484.04,9.2,39.99,1011.73,85.95
461.15,17.06,58.96,1013.83,73.95
462.5,16.36,39.99,1008.91,72.48
432.68,24.66,69.94,1006.56,60.91
469.56,12.47,38.25,1012.74,82.89
449.89,19.11,58.95,1017.07,85.49
458.5,17.2,58.49,1012.06,92.01
440.21,22.32,47.93,1004.07,86.95
457.68,21.43,46.97,1013.94,61.25
478.89,7.45,39.61,1017.88,79.73
438.57,27.66,59.21,1013.12,51.58
438.49,30.57,58.9,1004.54,54.37
464.65,14.81,44.88,1019.1,66.7
444.22,22.92,63.94,1019.28,42.69
420.26,24.27,63.87,1018.88,53.96
475.46,10.82,42.02,996.03,99.34
451.42,18.9,57.5,1016.21,93.9
484.97,9.03,40.71,1025.98,81.94
486.81,7.4,41.03,1022.09,74.83
473.36,11.28,42.44,1014.62,99.78
447.09,24.6,57.85,1012.92,69.56
482.83,7.46,41.26,1009.63,96.51
482.02,6.63,39.42,1024.81,72.58
460.73,16.14,54.3,1017.93,65.68
473.82,11.84,40.05,1014.54,86.78
446.34,23.88,67.9,1005.99,67.58
486.37,6.91,36.08,1021.82,84.31
454.11,18.32,47.83,1005.06,87.21
475.01,9.6,41.82,1032.93,72.63
491.23,4.84,38.5,1011.96,81.62
435.48,33.45,73.88,1006.23,44.14
477.76,8.19,40.69,1019.86,85.23
449.65,18.12,63.09,1019.32,89.21
485.49,7.55,38.08,1019.37,76.32
438.52,24.72,77.54,1008.39,81.03
447.58,20.69,50.78,1008.71,91.95
429.84,25.77,73.68,1014.18,87.53
446.57,20.9,67.71,1007.16,59.02
460.59,16.55,54.3,1017.95,60.84
453.8,13.25,49.83,1008.76,88.21
454.44,18.32,39.53,1008.15,64.85
480.08,8.53,43.14,1012.25,78.88
461.55,17.39,42.44,1013.72,73.79
444.71,26.09,60.29,1017.72,50.83
476.71,9.65,44.68,1022.9,98.08
453.33,20.12,58.12,1015.47,79.38
451.92,22.02,46.93,1014.32,55.92
478.52,10.42,39.35,1015.21,89.75
442.64,26.53,65.61,1014.29,50.9
483.39,9.64,40.56,1022.51,78.62
430.21,26.7,66.56,1005.31,71.97
474.24,10.51,37.5,1010.7,96.29
461.96,18.96,44.58,1016.66,71.95
488,7.04,39.37,1019.37,69.11
450.73,18.55,61.87,1008.45,65.3
474.48,13.24,39.16,1016.52,86.66
453.9,18.8,47.83,1005.86,76.77
472.77,11.34,43.67,1011.54,87.95
462.78,18.25,43.14,1011.51,55.16
454.29,18.11,58.95,1016.61,89.17
433.57,27.05,75.33,1003.88,82.94
448.11,24.54,58.66,1011.63,57.62
437.08,23.07,69.23,1011.78,76.06
463.81,14.49,41.92,1030.3,56.62
434.33,29.78,69.71,1008.96,67.46
473.44,13.26,41.74,1021.89,63.32
464.16,14.6,39.31,1011.11,72.52
427.56,32.27,71.85,1007.88,56.01
487.25,7.53,41.74,1022.45,90.85
435.48,25.59,73.5,1011.19,81.52
441.08,28.36,60.23,1010.05,53.03
450.23,18.55,52.84,1004.45,86.82
426.29,29.25,69.13,1010.27,67.35
443.51,21.09,74.93,1015.11,81.93
483.19,9.7,40.71,1025.63,80.34
483.71,7.49,39.81,1018.2,85.96
443.24,21.78,68.28,1001,79.3
478.05,7.69,39.96,1023.9,89.18
434.27,29.39,69.89,1013.92,47.36
434.03,26.94,71.14,1011.63,62.74
436.77,29.9,74.99,1002.28,59.76
448.79,20,69.48,1011.05,85.51
482.99,8.62,39.66,1015.18,89.59
450.85,18,52.08,1003.07,100.09
480.69,8.39,36.24,1013.39,89.13
474.29,8.57,39.69,1000.91,99.9
466.74,15.11,43.13,1014.99,46.91
479.91,10.62,39.58,1011.9,87.85
436.12,28.73,73.91,1004.91,70.17
436.92,29.4,57.19,1008.34,53.95
454.28,19.05,44.06,1017.02,73.76
473.88,10.57,36.71,1022.62,80.49
432.26,30.56,69.14,1007.49,71
464.6,12.63,48.04,1013,100.13
485.38,7.51,43.02,1014.35,86.46
449.47,20.09,63.94,1020.82,74.16
438.62,23.86,73.5,1011.34,87.32
476.64,12,39.35,1015.48,82.51
431.5,28.92,72.43,1007.03,66.14
434.43,30.16,73.17,1010.74,58.99
463.32,16.53,53.29,1018.64,87.47
484,6.89,43.65,1019.87,72.77
444.42,28.02,63.9,1013.96,46.2
476.83,10.02,38.18,1017.43,68.4
471.24,16.78,37.2,1011.97,68.94
455.72,17.52,44.05,1008.87,85.67
481.42,9.73,40.22,1011.48,87.88
434.62,30.54,70.17,999.42,64.32
441.33,22.26,60.37,1008.14,92.37
453.37,18.98,60.1,1010.09,85.34
437.31,26.24,70.36,1005.4,82.43
451.38,18.11,43.43,1008.65,73.3
460.07,22.45,41.54,1012.69,70.89
448.66,24.27,61.47,1007.84,80.85
475.24,12.25,44.58,1016.47,81.15
435.58,33.82,77.17,1008.96,58.91
479.03,11.2,41.54,1019.94,67.18
479.23,9.55,38.08,1019.34,68.38
438.53,25.14,49.02,1007.56,79.02
429.97,26.85,71.73,1010.06,65.24
452.68,21.39,62.96,1019.49,72.24
449.06,22.34,52.84,1004.05,73.96
482.62,8.97,39.66,1021.63,78.94
466.51,13.61,38.47,1015.1,54.98
459.48,16.79,44.6,1014.27,48.08
447.65,23.55,62.96,1020.16,70.16
474.35,12.09,40.6,1013.85,85.72
440.87,27.54,75.6,1018.26,57.89
447.35,20.06,60.77,1017.19,88.73
447.85,22.74,58.41,1013.92,84.03
479.28,10.25,41.46,1018.67,84.41
467.67,13.06,41.78,1012.3,55.31
442.27,22.87,71.29,1008.1,73.1
431.99,33.67,80.18,1010.83,60.87
440.69,21.14,69.94,1008.87,79.74
450.22,21.4,68.28,1008.2,60.34
440.94,22.18,59.39,1014.82,85.31
449.2,21.48,47.43,1006.88,63.54
435.61,29.13,47.93,1002.5,49.1
441.81,26.96,65.34,1015.05,46.93
454.79,20.17,50.66,1014.38,82.09
463.46,18.97,44.78,1007.87,47.98
490.5,3.74,35.19,1018.58,98.84
431.92,31.12,68.94,1006.05,68.46
470.8,11.72,40.55,1021.54,85.13
455.15,19.93,57.25,1010.6,89.34
474.4,12.5,41.38,1021.87,57.59
428.41,27.87,70.79,1003.96,72.17
469.18,12.53,42.03,1017.57,81.57
444.95,24.64,58.49,1011.2,72.67
473,13.44,40.69,1014.54,77.97
478.79,9.52,39.61,1021.18,73.78
445.67,29.44,65.51,1014.82,56.49
444.66,22.51,59.21,1018.35,71.97
466.8,18.5,41.85,1015.81,64.78
470.89,12.73,37.73,1021.89,61.76
449.18,28.82,65.71,1014.24,54.3
454.88,13.82,41.62,1011.48,77.66
425.17,32.66,73.68,1014.64,40.88
468.64,15.15,41.35,1006.3,86.16
440.3,27.18,64.44,1012.81,61.27
475.48,10.05,40.23,1019.71,90.41
439.12,27.24,77.17,1009.37,81.51
433.32,31.82,73.68,1014.8,40.58
443.15,29.33,64.84,1010.76,53.32
449.81,26.82,60.96,1012.25,57.41
450.66,19.26,58.46,1015.74,84.64
434.56,26.17,70.47,1010.25,68.96
447.44,23.97,64.05,1012.23,90.18
438.5,25.32,60.37,1006.19,73.94
430.98,29.1,70.4,1003.97,77.57
487.18,6.99,39.37,1020.19,75.06
453.99,15.5,49.25,1021.41,77.92
482.58,8.04,41.92,1029.7,92.21
432.11,28.62,69.98,1013.3,68.53
455.42,19.02,50.66,1013.04,85.25
441.5,30.6,72.29,1010.54,41.52
433.63,28.15,74.9,1003.67,76.32
467.78,13.26,41.78,1009.77,61.69
479.64,10.07,39.66,1015.37,83.78
484.21,7.11,39.9,1008.82,87.76
479.02,7.91,41.79,1021.86,54.92
486.39,4.93,35.19,1018.04,92.94
471.44,13.57,39.39,1014.01,82.12
481.88,4.96,45.87,1007.32,98.78
437.01,22.49,61.47,1009.14,90.23
465.3,17.13,43.79,1016.09,58.94
476.15,7.22,41.01,1025.19,97.27
482.85,10.5,40.8,1024.06,76.05
438.72,26.71,70.72,1010.3,78.18
470.38,13.56,39.18,1023.4,63.82
448.04,19.51,66.51,1015.28,80.75
435.32,27.98,74.87,1010.02,66.44
453.19,24.13,45.61,1012.63,71.36
438.22,23.42,73.17,1012.07,88.39
466.77,10.74,40.92,1021.74,94.97
449.61,19.82,63.9,1013.19,78.96
475.72,11.47,43.67,1012.68,72.51
470.96,13.97,39.16,1016.05,84.6
437.62,26.92,64.69,1006.66,76.14
463.39,17.12,49.5,1014.79,87.03
464.17,14.17,39.59,1010.99,94.08
441.32,25.99,59.54,1007.78,74.48
448.88,17.97,65.94,1012.92,88.22
447.04,24.51,62.08,1022.58,57.44
486.76,7.24,41.17,1020.35,80.56
450.11,15.77,58.16,1016.09,82.56
445.6,22.58,52.3,1009.04,78.99
491.1,5.6,38.91,1019.31,85.33
442.87,25.87,57.32,1012.06,44.13
464.88,14.6,44.84,1023.58,88.21
458.85,18.11,44.85,1014.48,48.94
444.19,21.75,60.27,1018.55,87.81
446.91,22.4,68.31,1009.52,83.5
480.08,8.76,41.82,1033.29,76.5
448.84,21.44,60.32,1015.2,81.1
470.82,11.12,44.92,1025.58,93.52
447.13,21.81,65.06,1014.6,66.41
437.54,31.1,71.32,1008.09,45.87
454.74,18.22,45.09,1013.62,75.56
464.26,12.9,43.41,1015.92,59.15
442.84,27.69,65.34,1014.31,46.59
439.02,23.66,72.43,1008,89.49
431.87,31.54,71.06,1008.4,71.77
447.12,25.01,68.63,1013.76,43.65
435.67,23.59,71.73,1009.69,87.06
427.82,30.93,71.85,1008.63,58.47
450.69,21.54,58.41,1013.99,86.34
450.48,25.8,44.57,1008,52.56
454.32,21.54,58.12,1015.33,78.67
456.18,18.88,62.96,1020.62,82.01
451.42,24.49,49.82,1017.09,64.02
437.33,25.31,60.75,1008.65,79.35
452.94,21.29,51.43,1011.31,90.12
453.46,20.77,43.77,1010.76,63.12
484.32,6.61,38.91,1015.77,92.31
480.71,5.86,40.62,1017.03,85.06
453.18,20.88,59.8,1015.66,75.34
456.34,17.77,43.72,1009.01,77.7
457.09,14.63,40,1018.03,63.4
437.01,24.61,62.39,1006.39,79.08
448.46,22.15,43.77,1010.81,60.08
438.48,23.16,69.94,1004.92,68.68
435.76,31.39,69.59,1008.28,62.86
442.47,24.58,49.02,1008.85,79.32
476.6,12.14,45,1023.9,89.2
461.69,15.65,54.3,1018,69.66
435.68,23.39,71.25,1005.22,93.7
446.17,21.44,51.19,1009.1,84.94
448.65,24.6,63.78,1017.25,60.33
448.03,20.48,51.43,1007.4,90.7
486.79,4.71,42.07,1005.35,82.26
465.14,14.55,44.84,1023.83,87.6
485.08,6.19,41.31,1002.48,88.8
444.87,19.67,60.77,1017.33,88.13
443.75,22.01,58.46,1016.26,75.99
437.65,34.1,73.03,1014.01,41.26
427.91,29.01,68.08,1010.74,52.51
456.04,19.13,42.18,1001.45,98.77
471.82,13.34,40.83,1008.09,85.85
435.38,24.41,69.48,1008.34,76.13
458.51,14.68,58.2,1018.5,83.3
